Title,Year,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Language,budget_max,budget_min
Piercing,2018,01 Feb 2019,81 min,"Horror, Mystery, Thriller",4 wins & 8 nominations,63.0,5.5,"8,085",tt6516314,"$15,856","English, Portuguese",0.0,0.0
The Lego Movie 2: The Second Part,2019,08 Feb 2019,107 min,"Animation, Action, Adventure",1 win & 16 nominations,65.0,6.6,"69,831",tt3513498,"$105,956,290",English,99000000.0,99000000.0
What Men Want,2019,08 Feb 2019,117 min,"Comedy, Fantasy, Romance",1 win,49.0,5.3,"28,735",tt7634968,"$54,611,903","English, Mandarin",20000000.0,0.0
Cold Pursuit,2019,08 Feb 2019,119 min,"Action, Comedy, Crime",3 nominations,57.0,6.2,"71,886",tt5719748,"$32,138,862","English, Vietnamese, Shoshoni",60000000.0,60000000.0
High Flying Bird,2019,08 Feb 2019,90 min,"Drama, Sport",7 nominations,78.0,6.2,"8,915",tt8128188,,English,0.0,0.0
The Prodigy,2019,08 Feb 2019,92 min,"Fantasy, Horror, Mystery",1 win & 1 nomination,45.0,5.9,"27,203",tt4504044,"$14,856,291","English, Hungarian",6000000.0,6000000.0
Isn't It Romantic,2019,13 Feb 2019,89 min,"Comedy, Fantasy, Musical",1 win & 10 nominations,60.0,5.9,"71,456",tt2452244,"$48,791,187","English, Italian",0.0,0.0
Happy Death Day 2U,2019,13 Feb 2019,100 min,"Comedy, Horror, Mystery",4 nominations,57.0,6.2,"78,223",tt8155288,"$28,148,130","English, French",9000000.0,9000000.0
Alita: Battle Angel,2019,14 Feb 2019,122 min,"Action, Adventure, Sci-Fi",10 wins & 25 nominations,53.0,7.3,"276,053",tt0437086,"$85,838,210","English, Spanish",170000000.0,170000000.0
How to Train Your Dragon: The Hidden World,2019,22 Feb 2019,104 min,"Animation, Action, Adventure",Nominated for 1 Oscar. 5 wins & 65 nominations total,71.0,7.4,"135,406",tt2386490,"$160,945,505",English,129000000.0,129000000.0
Fighting with My Family,2019,22 Feb 2019,108 min,"Biography, Comedy, Drama",10 wins & 5 nominations,68.0,7.1,"83,517",tt6513120,"$22,958,886",English,11000000.0,11000000.0
Greta,2018,01 Mar 2019,98 min,"Drama, Mystery, Thriller",2 wins & 4 nominations,54.0,6.0,"35,338",tt2639336,"$10,532,219","English, Hungarian, French, Korean",600.0,0.0
Triple Frontier,2019,13 Mar 2019,125 min,"Action, Thriller",3 nominations,61.0,6.4,"134,346",tt1488606,,"English, Spanish, Portuguese",0.0,0.0
Captain Marvel,2019,08 Mar 2019,123 min,"Action, Adventure, Sci-Fi",9 wins & 56 nominations,64.0,6.8,"573,246",tt4154664,"$426,829,839",English,152000000.0,152000000.0
The Kid,1921,06 Feb 1921,68 min,"Comedy, Drama, Family",2 wins,,8.3,"128,174",tt0012349,,English,8000000.0,0.0
Wonder Park,2019,15 Mar 2019,85 min,"Animation, Adventure, Comedy",2 nominations,45.0,5.8,"12,228",tt6428676,"$45,216,793","English, French",100000000.0,100000000.0
Captive State,2019,15 Mar 2019,109 min,"Action, Horror, Sci-Fi",2 nominations,54.0,6.0,"55,427",tt5968394,"$5,958,315",English,25000000.0,25000000.0
Nancy Drew and the Hidden Staircase,2019,26 Mar 2019,89 min,"Comedy, Crime, Drama",1 nomination,55.0,5.7,"5,075",tt8323104,"$623,088",English,0.0,0.0
The Aftermath,2019,15 Mar 2019,108 min,"Drama, Romance, War",1 nomination,43.0,6.3,"22,097",tt5977276,"$1,618,497","English, German, Russian",0.0,0.0
Five Feet Apart,2019,15 Mar 2019,116 min,"Drama, Romance",3 wins & 8 nominations,53.0,7.2,"72,179",tt6472976,"$45,729,221","English, French",7000000.0,7000000.0
The Highwaymen,2019,29 Mar 2019,132 min,"Biography, Crime, Drama",3 nominations,58.0,6.9,"95,195",tt1860242,,"English, Spanish",49000000.0,49000000.0
Red 11,2018,10 Aug 2018,86 min,"Horror, Sci-Fi, Thriller",1 nomination,,4.9,484,tt7837402,,English,7000.0,7000.0
Never Grow Old,2019,27 Dec 2019,100 min,"Drama, Western",3 wins & 3 nominations,65.0,6.0,"4,343",tt1158939,,"English, Italian",12000000.0,12000000.0
Triple Threat,2019,22 Mar 2019,96 min,"Action, Thriller",,60.0,5.6,"11,790",tt6643972,"$76,289","English, Mandarin, Thai",10000000.0,0.0
Us,2019,22 Mar 2019,116 min,"Horror, Mystery, Thriller",85 wins & 132 nominations,81.0,6.8,"310,670",tt6857112,"$175,084,580",English,20000000.0,0.0
Hotel Mumbai,2018,29 Mar 2019,123 min,"Action, Drama, History",9 wins & 27 nominations,62.0,7.6,"66,401",tt5461944,"$9,651,611","Hindi, English, Russian, Persian",0.0,0.0
The Dirt,2019,22 Mar 2019,107 min,"Biography, Comedy, Drama",1 win,39.0,7.0,"51,829",tt0800325,,English,0.0,0.0
Dragged Across Concrete,2018,22 Mar 2019,159 min,"Action, Crime, Drama",5 nominations,60.0,6.9,"49,564",tt6491178,,"English, Spanish",15000000.0,15000000.0
Dumbo,1941,31 Oct 1941,64 min,"Animation, Adventure, Drama",Won 1 Oscar. 5 wins & 1 nomination total,96.0,7.2,"135,495",tt0033563,,English,170000000.0,170000000.0
The Beach Bum,2019,29 Mar 2019,95 min,Comedy,1 win & 7 nominations,55.0,5.5,"23,412",tt6511932,"$3,502,600","English, Spanish",5000000.0,5000000.0
Unplanned,2019,29 Mar 2019,109 min,"Biography, Drama",6 wins & 3 nominations,10.0,5.5,"14,232",tt9024106,"$19,005,109",English,6000000.0,6000000.0
Shazam!,2019,05 Apr 2019,132 min,"Action, Adventure, Comedy",28 nominations,71.0,7.0,"351,832",tt0448115,"$140,480,049","English, Spanish",80000000.0,80000000.0
Pet Sematary,1989,21 Apr 1989,103 min,"Fantasy, Horror, Thriller",1 win & 6 nominations,38.0,6.5,"108,205",tt0098084,"$57,469,467",English,21000000.0,21000000.0
The Best of Enemies,2019,05 Apr 2019,133 min,"Biography, Drama, History",5 nominations,49.0,7.3,"17,864",tt4807408,"$10,205,616","English, Latin",10000000.0,10000000.0
High Life,2018,12 Apr 2019,113 min,"Adventure, Drama, Horror",5 wins & 25 nominations,78.0,5.8,"37,656",tt4827558,"$1,225,852",English,8933400.0,8933400.0
Unicorn Store,2017,05 Apr 2019,92 min,"Comedy, Drama, Fantasy",2 nominations,44.0,5.6,"19,958",tt2338454,,English,,
The Haunting of Sharon Tate,2019,05 Apr 2019,94 min,"Drama, Horror, Thriller",4 wins & 4 nominations,8.0,2.9,"4,218",tt7976208,,English,0.0,0.0
The Wind,2018,05 Apr 2019,88 min,"Horror, Mystery, Thriller",1 win & 6 nominations,66.0,5.6,"8,777",tt8426594,"$28,252",English,0.0,0.0
The Silence,2019,10 Apr 2019,90 min,"Drama, Horror, Sci-Fi",,25.0,5.3,"47,288",tt7315484,,"English, American Sign ",0.0,0.0
Hellboy,2004,02 Apr 2004,122 min,"Action, Adventure, Fantasy",3 wins & 23 nominations,72.0,6.8,"336,246",tt0167190,"$59,623,958","English, Russian, German, Latin",50000000.0,50000000.0
Little Miss Sunshine,2006,18 Aug 2006,101 min,"Comedy, Drama",Won 2 Oscars. 72 wins & 112 nominations total,80.0,7.8,"492,372",tt0449059,"$59,891,098",English,,
Missing Link,2019,12 Apr 2019,93 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 5 wins & 44 nominations total,68.0,6.7,"27,341",tt6348138,"$16,649,539","English, Spanish, Tibetan",100000000.0,100000000.0
After,2019,12 Apr 2019,105 min,"Drama, Romance",4 wins,30.0,5.3,"58,284",tt4126476,"$12,138,565",English,14000000.0,0.0
Her Smell,2018,10 May 2019,136 min,"Drama, Music",4 wins & 30 nominations,70.0,6.0,"7,652",tt7942742,"$255,599",English,0.0,0.0
Breakthrough,2019,17 Apr 2019,116 min,"Biography, Drama",Nominated for 1 Oscar. 2 wins & 11 nominations total,46.0,6.2,"10,317",tt7083526,"$40,713,082",English,0.0,0.0
Penguins,2019,17 Apr 2019,76 min,"Documentary, Family",1 win & 1 nomination,69.0,7.1,"1,756",tt8080302,"$7,699,452",English,0.0,0.0
The Curse of La Llorona,2019,19 Apr 2019,93 min,"Horror, Mystery, Thriller",1 win & 7 nominations,41.0,5.2,"52,558",tt4913966,"$54,733,739","English, Spanish",9000000.0,9000000.0
Under the Silver Lake,2018,19 Apr 2019,139 min,"Crime, Drama, Mystery",3 wins & 10 nominations,60.0,6.5,"45,318",tt5691670,"$46,083",English,8500000.0,8500000.0
Fast Color,2018,19 Apr 2019,100 min,"Drama, Sci-Fi, Thriller",1 win & 7 nominations,64.0,6.1,"6,648",tt6418778,"$76,916",English,0.0,0.0
Someone Great,2019,19 Apr 2019,92 min,"Comedy, Romance",,63.0,6.1,"23,678",tt8075260,,English,0.0,0.0
I Spit on Your Grave: Deja Vu,2019,23 Apr 2019,148 min,"Horror, Thriller",,,2.4,"3,066",tt4058836,,English,,
Avengers: Endgame,2019,26 Apr 2019,181 min,"Action, Adventure, Drama",Nominated for 1 Oscar. 70 wins & 133 nominations total,78.0,8.4,"1,162,856",tt4154796,"$858,373,000","English, Japanese, Xhosa, German",356000000.0,356000000.0
I Trapped the Devil,2019,26 Apr 2019,82 min,"Crime, Drama, Fantasy",2 nominations,47.0,4.8,"2,886",tt8708304,,English,1000000.0,1000000.0
Body at Brighton Rock,2019,26 Apr 2019,87 min,"Comedy, Drama, Fantasy",2 nominations,53.0,4.8,"2,381",tt7942746,"$5,123",English,0.0,0.0
Buffaloed,2019,01 Jun 2020,95 min,"Comedy, Drama",1 win,61.0,6.2,"6,643",tt8647310,"$29,118",English,0.0,0.0
Long Shot,2019,03 May 2019,125 min,"Comedy, Romance",5 wins & 13 nominations,67.0,6.8,"114,267",tt2139881,"$30,316,271","English, Swedish, French, Vietnamese, Russian, Hebrew",40000000.0,0.0
The Intruder,2019,03 May 2019,102 min,"Horror, Thriller",,39.0,5.6,"18,683",tt6722030,"$35,419,122",English,0.0,0.0
UglyDolls,2019,03 May 2019,87 min,"Animation, Adventure, Comedy",1 win & 1 nomination,39.0,5.1,"7,171",tt1946502,"$20,150,241",English,45000000.0,45000000.0
"Extremely Wicked, Shockingly Evil and Vile",2019,03 May 2019,110 min,"Biography, Crime, Drama",5 wins & 5 nominations,52.0,6.7,"96,807",tt2481498,,English,0.0,0.0
The Last Summer,2019,03 May 2019,109 min,"Comedy, Romance",3 nominations,,5.5,"13,671",tt7957694,,English,0.0,0.0
Pokémon: Detective Pikachu,2019,10 May 2019,104 min,"Action, Adventure, Comedy",10 nominations,53.0,6.5,"168,450",tt5884052,"$144,174,568","English, Japanese",,
The Hustle,2019,10 May 2019,93 min,"Comedy, Crime",3 wins & 3 nominations,35.0,5.4,"62,145",tt1298644,"$35,417,038","English, German, Dutch, Danish, French, American Sign ",21000000.0,21000000.0
Tolkien,2019,10 May 2019,112 min,"Biography, Drama, Romance",,48.0,6.8,"42,781",tt3361792,"$4,535,154","English, Middle English, Old English, Latin, German",20000000.0,20000000.0
Poms,2019,10 May 2019,90 min,"Comedy, Drama, Sport",2 nominations,36.0,6.1,"6,650",tt5125894,"$13,631,124",English,0.0,0.0
The Professor and the Madman,2019,10 May 2019,124 min,"Biography, Drama, History",1 nomination,27.0,7.2,"47,798",tt5932728,,English,25000000.0,25000000.0
John Wick: Chapter 3 - Parabellum,2019,17 May 2019,130 min,"Action, Crime, Thriller",18 wins & 29 nominations,73.0,7.4,"360,756",tt6146586,"$171,015,687","English, Russian, Japanese, Indonesian, Mandarin, Italian, Arabic, Latin",55000000.0,55000000.0
A Dog's Journey,2019,17 May 2019,109 min,"Adventure, Comedy, Drama",2 nominations,43.0,7.4,"26,117",tt8385474,"$22,782,371",English,0.0,0.0
The Sun Is Also a Star,2019,17 May 2019,100 min,"Drama, Music, Romance",2 nominations,52.0,5.9,"7,682",tt6423362,"$4,950,029","English, Korean",0.0,0.0
The Professor,2018,17 May 2019,90 min,"Comedy, Drama",1 nomination,37.0,6.7,"33,979",tt6865690,,"English, Spanish",0.0,0.0
The Souvenir,2019,07 Jun 2019,120 min,"Drama, Romance",7 wins & 37 nominations,92.0,6.4,"13,506",tt6920356,"$1,036,737",English,0.0,0.0
The Tomorrow Man,2019,02 Aug 2019,94 min,"Drama, Romance",3 nominations,49.0,5.8,"2,036",tt8769848,"$354,103",English,0.0,0.0
Aladdin,1992,25 Nov 1992,90 min,"Animation, Adventure, Comedy",Won 2 Oscars. 34 wins & 22 nominations total,86.0,8.0,"431,684",tt0103639,"$217,350,219",English,183000000.0,183000000.0
Brightburn,2019,24 May 2019,90 min,"Drama, Horror, Mystery",1 win & 2 nominations,44.0,6.1,"101,455",tt7752126,"$17,300,439",English,6000000.0,6000000.0
Booksmart,2019,24 May 2019,102 min,Comedy,Nominated for 1 BAFTA Award29 wins & 62 nominations total,84.0,7.1,"123,175",tt1489887,"$22,680,962","English, Mandarin, Spanish",6000000.0,6000000.0
The Perfection,2018,24 May 2019,90 min,"Drama, Horror, Music",3 wins,60.0,6.2,"46,061",tt7772580,,"English, Mandarin",0.0,0.0
Always Be My Maybe,2019,31 May 2019,101 min,"Comedy, Romance",1 win & 5 nominations,64.0,6.8,"58,354",tt7374948,,English,0.0,0.0
Godzilla: King of the Monsters,2019,31 May 2019,132 min,"Action, Adventure, Fantasy",5 wins & 14 nominations,48.0,6.0,"188,596",tt3741700,"$110,500,138","English, Japanese, Chinese, Spanish",170000000.0,170000000.0
Rocketman,2019,31 May 2019,121 min,"Biography, Drama, Musical",Won 1 Oscar. 25 wins & 86 nominations total,69.0,7.3,"180,491",tt2066051,"$96,368,160",English,40000000.0,40000000.0
Ma,2019,31 May 2019,99 min,"Horror, Mystery, Thriller",1 win & 8 nominations,53.0,5.6,"55,334",tt7958736,"$45,896,028",English,5000000.0,0.0
X-Men: Dark Phoenix,2019,07 Jun 2019,113 min,"Action, Adventure, Sci-Fi",13 nominations,43.0,5.7,"192,158",tt6565702,"$65,845,974","English, French",,
The Secret Life of Pets 2,2019,07 Jun 2019,86 min,"Animation, Adventure, Comedy",11 nominations,55.0,6.4,"64,507",tt5113040,"$158,874,395",English,80000000.0,80000000.0
Late Night,2019,14 Jun 2019,102 min,"Comedy, Drama",1 win & 14 nominations,70.0,6.5,"39,119",tt6107548,"$15,499,454",English,4000000.0,0.0
The Last Black Man in San Francisco,2019,07 Jun 2019,121 min,Drama,18 wins & 59 nominations,83.0,7.3,"20,419",tt4353250,"$4,515,719",English,0.0,0.0
Changeland,2019,07 Jun 2019,86 min,"Comedy, Drama",,42.0,5.7,"2,431",tt6612946,,"English, Thai",0.0,0.0
Men in Black: International,2019,14 Jun 2019,114 min,"Action, Adventure, Comedy",9 nominations,38.0,5.6,"138,295",tt2283336,"$80,001,807","English, French, Chinese",110000000.0,110000000.0
Shaft,2000,16 Jun 2000,99 min,"Action, Crime, Thriller",1 win & 13 nominations,50.0,6.0,"78,469",tt0162650,"$70,334,258","English, German, Spanish",30000000.0,30000000.0
The Dead Don't Die,2019,14 Jun 2019,104 min,"Comedy, Fantasy, Horror",2 wins & 7 nominations,53.0,5.4,"81,339",tt8695030,"$6,563,605",English,0.0,0.0
Murder Mystery,2019,14 Jun 2019,97 min,"Action, Comedy, Crime",1 win & 6 nominations,38.0,6.0,"136,484",tt1618434,,"English, French, Latin, Spanish",24000000.0,24000000.0
Plus One,2019,14 Jun 2019,98 min,"Comedy, Drama, Romance",1 win,65.0,6.6,"12,502",tt7645122,,English,0.0,0.0
Being Frank,2018,21 Jun 2019,109 min,Comedy,3 wins & 5 nominations,41.0,6.1,"1,627",tt6547044,"$67,343",English,0.0,0.0
Toy Story 4,2019,21 Jun 2019,100 min,"Animation, Adventure, Comedy",Won 1 Oscar. 57 wins & 67 nominations total,84.0,7.7,"258,607",tt1979376,"$434,038,008",English,175000000.0,175000000.0
Anna,2019,21 Jun 2019,118 min,"Action, Thriller",2 nominations,40.0,6.6,"86,158",tt7456310,"$7,743,794","English, Russian, French, Italian, Dutch",34000000.0,0.0
Child's Play,1988,09 Nov 1988,87 min,"Horror, Thriller",2 wins & 4 nominations,58.0,6.6,"107,345",tt0094862,"$33,244,684",English,10000000.0,0.0
Annabelle Comes Home,2019,26 Jun 2019,106 min,"Horror, Mystery, Thriller",2 nominations,53.0,5.9,"79,046",tt8350360,"$74,152,591",English,30000000.0,30000000.0
Yesterday,2019,28 Jun 2019,116 min,"Comedy, Fantasy, Music",2 wins & 19 nominations,55.0,6.8,"157,501",tt8079248,"$73,286,650","English, Portuguese, Japanese",26000000.0,0.0
Ophelia,2018,28 Jun 2019,106 min,"Drama, Romance, Thriller",4 wins & 4 nominations,60.0,6.5,"12,015",tt5690810,"$50,722","English, Norwegian, Latin",12000000.0,0.0
Killers Anonymous,2019,28 Sep 2019,95 min,"Action, Crime, Mystery",,22.0,4.1,"10,076",tt8400758,,English,0.0,0.0
Spider-Man: Far from Home,2019,02 Jul 2019,129 min,"Action, Adventure, Comedy",11 wins & 26 nominations,69.0,7.4,"508,301",tt6320628,"$390,532,085","English, Italian, Czech",,
Escape Plan: The Extractors,2019,02 Jul 2019,97 min,"Action, Crime, Thriller",1 nomination,,4.4,"15,346",tt6772804,,"English, Chinese, German",3600000.0,3600000.0
Midsommar,2019,03 Jul 2019,148 min,"Drama, Horror, Mystery",28 wins & 77 nominations,72.0,7.1,"341,772",tt8772262,"$27,426,361","English, Swedish",9000000.0,9000000.0
Stuber,2019,12 Jul 2019,93 min,"Action, Comedy, Crime",5 nominations,42.0,6.2,"49,018",tt7734218,"$22,370,452","English, Spanish",16000000.0,16000000.0
Crawl,2019,12 Jul 2019,87 min,"Action, Adventure, Horror",5 nominations,60.0,6.1,"87,641",tt8364368,"$39,014,193",English,13500000.0,13500000.0
Point Blank,1967,31 Aug 1967,92 min,"Crime, Drama, Thriller",1 win,86.0,7.3,"21,910",tt0062138,,English,0.0,0.0
The Farewell,2019,09 Aug 2019,100 min,"Comedy, Drama",Nominated for 1 BAFTA Award36 wins & 189 nominations total,89.0,7.5,"66,813",tt8637428,"$17,695,781","Mandarin, English, Japanese, Italian",250300.0,0.0
Darlin',2019,12 Jul 2019,100 min,"Horror, Thriller",2 nominations,49.0,4.9,"2,097",tt8396294,,English,0.0,0.0
The Lion King,1994,24 Jun 1994,88 min,"Animation, Adventure, Drama",Won 2 Oscars. 42 wins & 36 nominations total,88.0,8.5,"1,074,159",tt0110357,"$422,783,777","English, Swahili, Xhosa, Zulu",260000000.0,260000000.0
Once Upon a Time in Hollywood,2019,26 Jul 2019,161 min,"Comedy, Drama",Won 2 Oscars. 143 wins & 381 nominations total,83.0,7.6,"767,180",tt7131622,"$142,502,728","English, Italian, Spanish, German",,
Skin,2018,23 Jul 2019,118 min,"Biography, Crime, Drama",1 win & 3 nominations,58.0,6.8,"17,283",tt6043142,,English,50000.0,0.0
The Red Sea Diving Resort,2019,31 Jul 2019,129 min,"Drama, History, Thriller",,,6.6,"30,477",tt4995776,,"English, Amharic",0.0,0.0
Fast & Furious 6,2013,24 May 2013,130 min,"Action, Adventure, Crime",11 wins & 22 nominations,61.0,7.0,"400,484",tt1905041,"$238,679,850","English, Spanish, Russian, Japanese, Cantonese, Dutch, Danish, Ukrainian",,
A Score to Settle,2019,02 Aug 2019,103 min,"Action, Crime, Drama",1 nomination,37.0,4.7,"6,501",tt3758162,,"English, Spanish, Italian",0.0,0.0
The Operative,2019,24 Jul 2019,116 min,"Action, Drama, Mystery",1 win,47.0,5.8,"6,887",tt8000718,,"English, German, Persian, Hebrew, Kurdish, French",0.0,0.0
Dora and the Lost City of Gold,2019,09 Aug 2019,102 min,"Action, Adventure, Comedy",4 wins & 2 nominations,63.0,6.1,"31,985",tt7547410,"$60,477,943","English, Spanish, Quechua",49000000.0,49000000.0
The Kitchen,2019,09 Aug 2019,102 min,"Action, Crime, Drama",1 nomination,35.0,5.6,"21,865",tt5822564,"$12,180,032","English, Hebrew",38000000.0,0.0
The Art of Racing in the Rain,2019,09 Aug 2019,109 min,"Comedy, Drama, Romance",,43.0,7.5,"33,672",tt1478839,"$26,395,642","English, Italian",18000000.0,18000000.0
Scary Stories to Tell in the Dark,2019,09 Aug 2019,108 min,"Adventure, Horror, Mystery",4 wins & 7 nominations,61.0,6.2,"79,383",tt3387520,"$68,947,075",English,25000000.0,25000000.0
The Peanut Butter Falcon,2019,23 Aug 2019,97 min,"Adventure, Comedy, Drama",20 wins & 16 nominations,70.0,7.6,"93,356",tt4364194,"$20,457,151",English,0.0,0.0
After the Wedding,2006,11 May 2007,120 min,Drama,Nominated for 1 Oscar. 9 wins & 17 nominations total,78.0,7.7,"35,552",tt0457655,"$1,534,584","Danish, Swedish, English, Hindi",0.0,0.0
Light of My Life,2019,09 Aug 2019,119 min,"Drama, Sci-Fi, Thriller",5 nominations,67.0,6.6,"14,296",tt6063090,"$20,056",English,0.0,0.0
The Angry Birds Movie 2,2019,14 Aug 2019,97 min,"Animation, Action, Adventure",1 win & 3 nominations,60.0,6.4,"31,478",tt6095472,"$41,667,116",English,65000000.0,65000000.0
Good Boys,2019,16 Aug 2019,90 min,"Adventure, Comedy",2 wins & 9 nominations,,6.7,"76,380",tt6977338,"$83,140,306",English,20000000.0,20000000.0
Blinded by the Light,2019,16 Aug 2019,118 min,"Comedy, Drama, Music",2 wins & 8 nominations,71.0,6.9,"25,825",tt8266310,"$11,901,145","English, Urdu",15000000.0,0.0
"Where'd You Go, Bernadette",2019,16 Aug 2019,109 min,"Comedy, Drama",4 nominations,51.0,6.5,"23,066",tt2365580,"$9,198,356",English,20000000.0,20000000.0
47 Meters Down: Uncaged,2019,16 Aug 2019,90 min,"Adventure, Drama, Horror",,43.0,5.0,"28,252",tt7329656,"$22,260,900","English, Spanish",12000000.0,12000000.0
Gwen,2018,16 Aug 2019,84 min,"Drama, History, Horror",3 wins & 16 nominations,63.0,5.7,"5,557",tt5149490,,"English, Welsh",0.0,0.0
Ready or Not,2019,21 Aug 2019,95 min,"Action, Comedy, Horror",4 wins & 24 nominations,64.0,6.8,"159,962",tt7798634,"$28,714,231","English, Latin",6000000.0,0.0
Angel Has Fallen,2019,23 Aug 2019,121 min,"Action, Thriller",1 nomination,45.0,6.4,"101,858",tt6189022,"$69,030,436",English,40000000.0,40000000.0
Brittany Runs a Marathon,2019,24 Oct 2019,104 min,"Comedy, Drama",2 wins & 7 nominations,72.0,6.8,"20,935",tt7671064,"$7,189,808",English,0.0,0.0
Overcomer,2019,23 Aug 2019,119 min,"Drama, Family, Sport",2 wins & 3 nominations,17.0,6.6,"5,183",tt8186318,"$34,746,945",English,0.0,0.0
Jacob's Ladder,1990,02 Nov 1990,113 min,"Drama, Horror, Mystery",3 wins & 1 nomination,62.0,7.4,"111,366",tt0099871,"$26,118,851",English,0.0,0.0
Burn,2019,23 Aug 2019,88 min,"Comedy, Crime, Thriller",2 wins & 1 nomination,50.0,5.7,"5,411",tt8009314,,English,0.0,0.0
Official Secrets,2019,30 Aug 2019,112 min,"Biography, Crime, Drama",5 wins & 16 nominations,63.0,7.3,"49,788",tt5431890,"$1,988,546","English, Mandarin",0.0,0.0
Don't Let Go,2019,30 Aug 2019,103 min,"Drama, Horror, Mystery",,49.0,6.3,"11,777",tt6803212,"$5,215,062",English,5000000.0,5000000.0
Itsy Bitsy,2019,30 Dec 2019,94 min,"Fantasy, Horror, Mystery",1 nomination,,4.7,"5,219",tt6895284,,English,0.0,0.0
The Fanatic,2019,05 Aug 2020,88 min,"Crime, Drama, Horror",2 wins & 2 nominations,18.0,4.1,"11,631",tt7869070,,"English, Spanish",18000000.0,18000000.0
It Chapter Two,2019,06 Sep 2019,169 min,"Drama, Fantasy, Horror",7 wins & 34 nominations,58.0,6.5,"275,689",tt7349950,"$211,622,525","English, North American Indian, Spanish",79000000.0,79000000.0
Satanic Panic,2019,06 Sep 2019,85 min,"Comedy, Horror",1 win & 4 nominations,51.0,5.6,"6,311",tt8510350,,English,0.0,0.0
Strange But True,2019,06 Sep 2019,96 min,Thriller,,55.0,5.9,"5,069",tt2866708,,English,,
The Obituary of Tunde Johnson,2019,26 Feb 2021,104 min,Drama,2 wins & 2 nominations,58.0,5.6,672,tt8815382,,English,0.0,0.0
The Goldfinch,2019,13 Sep 2019,149 min,Drama,3 nominations,40.0,6.4,"24,734",tt3864056,"$5,332,621","English, Ukrainian, German, French",40000000.0,40000000.0
Hustlers,2019,13 Sep 2019,110 min,"Comedy, Crime, Drama",24 wins & 81 nominations,79.0,6.3,"103,090",tt5503686,"$104,963,598","English, Russian",20000000.0,20000000.0
The Sound of Silence,2019,13 Sep 2019,88 min,Drama,3 nominations,66.0,5.7,"1,460",tt9352926,"$20,013",English,0.0,0.0
Monos,2019,15 Aug 2019,102 min,"Adventure, Drama, Thriller",37 wins & 67 nominations,78.0,6.9,"17,900",tt6062774,"$406,473","Spanish, English",0.0,0.0
Tall Girl,2019,13 Sep 2019,101 min,"Comedy, Drama, Family",2 wins & 1 nomination,,5.2,"24,881",tt9252508,,English,0.0,0.0
Ad Astra,2019,20 Sep 2019,123 min,"Adventure, Drama, Mystery",Nominated for 1 Oscar. 16 wins & 76 nominations total,80.0,6.5,"243,810",tt2935510,"$50,188,370","English, Norwegian",87500000.0,0.0
Rambo: Last Blood,2019,20 Sep 2019,89 min,"Action, Crime, Thriller",4 wins & 8 nominations,26.0,6.1,"101,962",tt1206885,"$44,819,352","English, Spanish",50000000.0,50000000.0
Running with the Devil,2019,20 Sep 2019,100 min,"Crime, Drama, Thriller",,42.0,5.4,"8,911",tt5792656,,"English, Spanish",0.0,0.0
Fractured,2019,11 Oct 2019,99 min,Thriller,3 nominations,36.0,6.4,"80,500",tt4332232,,English,0.0,0.0
Abominable,2019,27 Sep 2019,97 min,"Animation, Adventure, Comedy",4 wins & 23 nominations,61.0,7.0,"40,191",tt6324278,"$61,270,390","English, Mandarin",75000000.0,0.0
The Laundromat,2019,27 Sep 2019,96 min,"Comedy, Crime, Drama",8 nominations,57.0,6.3,"52,590",tt5865326,,"English, Mandarin, Spanish, Russian",0.0,0.0
Judy,2019,04 Oct 2019,118 min,"Biography, Drama, Music",Won 1 Oscar. 23 wins & 67 nominations total,66.0,6.8,"52,368",tt7549996,"$24,313,888",English,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,"English, North American Indian, French",65000000.0,0.0
10 Minutes Gone,2019,27 Sep 2019,89 min,"Action, Crime, Mystery",,13.0,3.6,"4,065",tt8809652,,English,0.0,0.0
Joker,2019,04 Oct 2019,122 min,"Crime, Drama, Thriller",Won 2 Oscars. 122 wins & 239 nominations total,59.0,8.4,"1,328,051",tt7286456,"$335,477,657",English,55000000.0,55000000.0
Lucy in the Sky,2019,04 Oct 2019,124 min,"Drama, Romance, Sci-Fi",6 nominations,36.0,4.9,"8,218",tt4682804,"$319,976","English, French, German, Latin",0.0,0.0
Dolemite Is My Name,2019,25 Oct 2019,118 min,"Biography, Comedy, Drama",30 wins & 67 nominations,76.0,7.2,"62,423",tt8526872,,English,0.0,0.0
In the Tall Grass,2019,04 Oct 2019,101 min,"Horror, Mystery, Sci-Fi",2 wins & 3 nominations,46.0,5.4,"58,789",tt4687108,,English,0.0,0.0
Low Tide,2019,05 Sep 2019,86 min,"Drama, Thriller",2 nominations,64.0,6.3,"2,888",tt7434324,,English,0.0,0.0
Wrinkles the Clown,2019,04 Oct 2019,78 min,"Documentary, Comedy, Horror",5 nominations,53.0,4.9,"1,462",tt9097270,"$14,938",English,0.0,0.0
Little Monsters,2019,11 Oct 2019,93 min,"Comedy, Horror, Sci-Fi",3 wins & 10 nominations,59.0,6.3,"18,144",tt7390588,,"English, Chinese",0.0,0.0
